コード,Cluster_From,Cluster_To,Period
3416,0,4,2020-2021
3417,3,0,2020-2021
3418,1,1,2020-2021
3420,2,0,2020-2021
3421,2,2,2020-2021
3422,0,0,2020-2021
3423,0,0,2020-2021
3426,4,2,2020-2021
3431,3,0,2020-2021
3433,0,0,2020-2021
3434,0,0,2020-2021
3435,0,0,2020-2021
3436,3,3,2020-2021
3437,4,4,2020-2021
3439,0,0,2020-2021
3440,0,0,2020-2021
3441,0,0,2020-2021
3443,0,0,2020-2021
3444,1,4,2020-2021
3445,0,0,2020-2021
3446,4,1,2020-2021
3447,0,0,2020-2021
3449,0,0,2020-2021
3452,1,0,2020-2021
3454,0,0,2020-2021
3457,0,0,2020-2021
3461,0,0,2020-2021
3465,0,3,2020-2021
3467,0,0,2020-2021
3469,0,0,2020-2021
3474,1,4,2020-2021
3475,0,0,2020-2021
3477,4,0,2020-2021
3479,0,2,2020-2021
3480,0,0,2020-2021
3482,0,0,2020-2021
3484,4,4,2020-2021
3486,0,1,2020-2021
3489,0,0,2020-2021
3490,0,0,2020-2021
3491,0,1,2020-2021
3494,0,0,2020-2021
3495,0,0,2020-2021
3496,4,4,2020-2021
3498,0,0,2020-2021
3501,3,0,2020-2021
3512,2,4,2020-2021
3513,2,2,2020-2021
3521,4,1,2020-2021
3524,0,0,2020-2021
3526,0,0,2020-2021
3529,4,1,2020-2021
3536,0,0,2020-2021
3537,1,4,2020-2021
3538,0,0,2020-2021
3539,3,0,2020-2021
3540,2,2,2020-2021
3541,0,1,2020-2021
3542,4,4,2020-2021
3543,0,0,2020-2021
3544,0,0,2020-2021
3546,3,0,2020-2021
3547,0,1,2020-2021
3548,2,0,2020-2021
3549,3,0,2020-2021
3550,4,4,2020-2021
3551,0,0,2020-2021
3553,2,2,2020-2021
3556,1,0,2020-2021
3557,0,1,2020-2021
3558,1,4,2020-2021
3559,4,4,2020-2021
3560,4,4,2020-2021
3561,0,1,2020-2021
3562,4,0,2020-2021
3563,3,3,2020-2021
3565,4,4,2020-2021
3566,4,4,2020-2021
3569,3,3,2020-2021
3571,4,4,2020-2021
3577,0,0,2020-2021
3580,2,2,2020-2021
3583,4,4,2020-2021
3593,2,2,2020-2021
3597,2,2,2020-2021
3598,0,1,2020-2021
3600,4,4,2020-2021
3607,1,1,2020-2021
3608,3,1,2020-2021
3611,0,0,2020-2021
3612,3,3,2020-2021
3622,1,4,2020-2021
3623,4,4,2020-2021
3624,1,1,2020-2021
3625,1,1,2020-2021
3626,3,3,2020-2021
3627,0,4,2020-2021
3628,4,4,2020-2021
3632,2,2,2020-2021
3633,4,4,2020-2021
3634,4,4,2020-2021
3635,2,2,2020-2021
3636,2,2,2020-2021
3639,1,4,2020-2021
3640,0,0,2020-2021
3641,2,2,2020-2021
3645,4,4,2020-2021
3646,4,4,2020-2021
3647,1,4,2020-2021
3648,2,2,2020-2021
3649,4,4,2020-2021
3652,4,1,2020-2021
3653,4,4,2020-2021
3655,4,4,2020-2021
3656,0,1,2020-2021
3657,2,2,2020-2021
3659,2,2,2020-2021
3660,1,1,2020-2021
3661,4,4,2020-2021
3662,2,2,2020-2021
3663,4,4,2020-2021
3664,1,1,2020-2021
3665,4,2,2020-2021
3667,1,1,2020-2021
3668,2,2,2020-2021
3671,0,0,2020-2021
3672,1,1,2020-2021
3673,2,2,2020-2021
3674,0,0,2020-2021
3675,0,0,2020-2021
3676,0,0,2020-2021
3678,0,0,2020-2021
3679,0,0,2020-2021
3680,1,0,2020-2021
3681,0,0,2020-2021
3682,4,4,2020-2021
3683,4,4,2020-2021
3686,1,1,2020-2021
3687,0,4,2020-2021
3688,2,2,2020-2021
3690,0,4,2020-2021
3691,1,1,2020-2021
3694,4,4,2020-2021
3695,4,4,2020-2021
3696,0,0,2020-2021
3697,0,0,2020-2021
3698,4,4,2020-2021
3708,3,3,2020-2021
3710,4,4,2020-2021
3712,4,4,2020-2021
3719,1,1,2020-2021
3723,4,2,2020-2021
3726,1,1,2020-2021
3727,1,1,2020-2021
3733,2,2,2020-2021
3741,4,4,2020-2021
3744,0,4,2020-2021
3747,1,4,2020-2021
3750,0,1,2020-2021
3753,0,1,2020-2021
3758,1,0,2020-2021
3760,1,1,2020-2021
3762,0,0,2020-2021
3763,4,2,2020-2021
3765,2,2,2020-2021
3766,1,4,2020-2021
3768,4,4,2020-2021
3769,3,3,2020-2021
3771,4,4,2020-2021
3772,0,1,2020-2021
3774,3,3,2020-2021
3776,0,0,2020-2021
3777,1,1,2020-2021
3778,0,0,2020-2021
3787,1,1,2020-2021
3788,2,2,2020-2021
3791,4,4,2020-2021
3793,0,0,2020-2021
3796,4,4,2020-2021
3798,4,2,2020-2021
3799,4,4,2020-2021
3800,2,2,2020-2021
3802,4,4,2020-2021
3804,4,4,2020-2021
3807,1,4,2020-2021
3810,4,1,2020-2021
3815,1,4,2020-2021
3816,4,4,2020-2021
3817,2,2,2020-2021
3823,1,1,2020-2021
3825,1,1,2020-2021
3826,4,4,2020-2021
3834,2,2,2020-2021
3835,4,2,2020-2021
3836,2,2,2020-2021
3837,4,4,2020-2021
3839,4,0,2020-2021
3840,1,1,2020-2021
3841,4,4,2020-2021
3842,1,4,2020-2021
3843,0,0,2020-2021
3844,0,2,2020-2021
3845,1,1,2020-2021
3847,4,4,2020-2021
3848,4,4,2020-2021
3850,4,4,2020-2021
3851,4,4,2020-2021
3853,0,4,2020-2021
3854,4,4,2020-2021
3856,0,0,2020-2021
3858,4,1,2020-2021
3861,3,3,2020-2021
3863,3,3,2020-2021
3864,3,3,2020-2021
3865,3,3,2020-2021
3877,3,0,2020-2021
3878,1,0,2020-2021
3880,3,3,2020-2021
3891,0,0,2020-2021
3892,4,2,2020-2021
3895,0,4,2020-2021
3896,0,0,2020-2021
3901,4,4,2020-2021
3902,4,4,2020-2021
3903,2,0,2020-2021
3904,0,0,2020-2021
3905,0,4,2020-2021
3907,1,1,2020-2021
3908,4,4,2020-2021
3909,4,4,2020-2021
3910,4,4,2020-2021
3911,4,2,2020-2021
3912,4,4,2020-2021
3913,4,4,2020-2021
3914,4,4,2020-2021
3915,0,0,2020-2021
3916,4,2,2020-2021
3917,4,4,2020-2021
3918,0,0,2020-2021
3920,0,4,2020-2021
3921,4,4,2020-2021
3922,4,4,2020-2021
3923,4,2,2020-2021
3924,4,4,2020-2021
3925,4,4,2020-2021
3927,1,1,2020-2021
3928,4,4,2020-2021
3929,0,0,2020-2021
3930,4,4,2020-2021
3931,0,4,2020-2021
3932,2,2,2020-2021
3933,4,4,2020-2021
3934,0,0,2020-2021
3935,1,1,2020-2021
3936,1,1,2020-2021
3937,4,4,2020-2021
3939,4,4,2020-2021
3940,4,4,2020-2021
3941,3,3,2020-2021
3943,0,0,2020-2021
3944,0,0,2020-2021
3945,0,1,2020-2021
3946,3,3,2020-2021
3947,0,0,2020-2021
3948,4,2,2020-2021
3950,2,2,2020-2021
3951,0,0,2020-2021
3953,4,4,2020-2021
3954,0,0,2020-2021
3955,4,2,2020-2021
3962,0,0,2020-2021
3963,4,4,2020-2021
3964,2,2,2020-2021
3965,0,0,2020-2021
3967,4,1,2020-2021
3968,4,0,2020-2021
3969,4,4,2020-2021
3970,4,4,2020-2021
3974,0,4,2020-2021
3976,1,4,2020-2021
3979,1,4,2020-2021
3981,0,0,2020-2021
3983,4,2,2020-2021
3984,4,4,2020-2021
3985,0,4,2020-2021
3986,4,4,2020-2021
3987,1,4,2020-2021
3988,0,4,2020-2021
3989,0,1,2020-2021
3991,4,4,2020-2021
3992,4,4,2020-2021
3993,2,0,2020-2021
3994,1,1,2020-2021
3996,1,1,2020-2021
3997,4,4,2020-2021
3998,4,4,2020-2021
4004,3,3,2020-2021
4005,3,3,2020-2021
4008,3,3,2020-2021
4011,4,4,2020-2021
4012,4,4,2020-2021
4013,4,4,2020-2021
4014,4,4,2020-2021
4015,1,1,2020-2021
4016,1,4,2020-2021
4017,1,1,2020-2021
4019,1,4,2020-2021
4020,4,4,2020-2021
4021,3,3,2020-2021
4022,0,0,2020-2021
4023,3,3,2020-2021
4025,0,0,2020-2021
4026,0,0,2020-2021
4027,2,0,2020-2021
4028,3,3,2020-2021
4031,0,0,2020-2021
4041,3,3,2020-2021
4042,3,3,2020-2021
4043,3,3,2020-2021
4044,3,3,2020-2021
4045,3,3,2020-2021
4046,2,2,2020-2021
4047,3,0,2020-2021
4051,4,4,2020-2021
4052,4,1,2020-2021
4053,0,4,2020-2021
4054,4,4,2020-2021
4055,4,4,2020-2021
4056,1,1,2020-2021
4057,4,4,2020-2021
4058,4,4,2020-2021
4059,4,4,2020-2021
4060,4,4,2020-2021
4061,3,3,2020-2021
4062,3,3,2020-2021
4063,3,3,2020-2021
4064,0,0,2020-2021
4068,0,0,2020-2021
4069,1,4,2020-2021
4071,4,4,2020-2021
4073,0,4,2020-2021
4074,0,0,2020-2021
4075,1,4,2020-2021
4076,4,4,2020-2021
4078,3,0,2020-2021
4080,1,1,2020-2021
4082,0,0,2020-2021
4088,3,3,2020-2021
4091,3,3,2020-2021
4092,0,0,2020-2021
4093,0,0,2020-2021
4094,2,2,2020-2021
4095,2,2,2020-2021
4097,3,3,2020-2021
4098,0,1,2020-2021
4099,3,0,2020-2021
4100,1,0,2020-2021
4102,0,0,2020-2021
4107,2,2,2020-2021
4109,0,0,2020-2021
4112,0,0,2020-2021
4113,0,2,2020-2021
4114,3,3,2020-2021
4116,3,3,2020-2021
4118,3,3,2020-2021
4119,0,0,2020-2021
4120,0,0,2020-2021
4124,4,4,2020-2021
4125,0,0,2020-2021
4151,2,2,2020-2021
4165,1,0,2020-2021
4166,4,4,2020-2021
4167,1,4,2020-2021
4168,1,1,2020-2021
4169,1,4,2020-2021
4170,4,4,2020-2021
4171,4,4,2020-2021
4172,4,4,2020-2021
4174,4,4,2020-2021
4175,4,4,2020-2021
4176,1,4,2020-2021
4177,1,4,2020-2021
4178,4,4,2020-2021
4179,1,4,2020-2021
4180,1,1,2020-2021
4182,3,3,2020-2021
4183,3,3,2020-2021
4186,2,3,2020-2021
4187,2,2,2020-2021
4188,3,3,2020-2021
4189,3,2,2020-2021
4192,4,1,2020-2021
4193,1,0,2020-2021
4194,2,0,2020-2021
4196,0,4,2020-2021
4198,0,4,2020-2021
4199,0,4,2020-2021
4202,3,3,2020-2021
4203,3,3,2020-2021
4204,3,3,2020-2021
4205,2,3,2020-2021
4206,3,3,2020-2021
4208,3,3,2020-2021
4212,2,2,2020-2021
4216,0,0,2020-2021
4218,2,2,2020-2021
4220,3,3,2020-2021
4221,3,0,2020-2021
4222,0,0,2020-2021
4224,0,2,2020-2021
4228,3,3,2020-2021
4229,2,2,2020-2021
4231,0,0,2020-2021
4234,0,0,2020-2021
4235,4,2,2020-2021
4237,0,0,2020-2021
4238,2,2,2020-2021
4241,4,4,2020-2021
4242,0,0,2020-2021
4243,4,4,2020-2021
4245,0,0,2020-2021
4246,3,3,2020-2021
4247,4,4,2020-2021
4248,0,2,2020-2021
4249,3,3,2020-2021
4251,0,0,2020-2021
4255,1,1,2020-2021
4256,4,4,2020-2021
4258,0,4,2020-2021
4259,1,1,2020-2021
4260,1,4,2020-2021
4261,1,4,2020-2021
4264,1,4,2020-2021
4270,4,4,2020-2021
4272,3,3,2020-2021
4274,4,4,2020-2021
4275,0,0,2020-2021
4284,0,0,2020-2021
4286,0,0,2020-2021
4287,4,4,2020-2021
4288,4,4,2020-2021
4290,2,0,2020-2021
4293,2,2,2020-2021
4299,2,2,2020-2021
4301,2,2,2020-2021
4307,3,3,2020-2021
4308,4,4,2020-2021
4310,0,1,2020-2021
4316,4,1,2020-2021
4317,4,0,2020-2021
4318,2,2,2020-2021
4319,0,0,2020-2021
4320,0,4,2020-2021
4323,0,2,2020-2021
4324,3,3,2020-2021
4326,2,0,2020-2021
4331,0,1,2020-2021
4333,4,2,2020-2021
4334,1,1,2020-2021
4335,4,4,2020-2021
4337,0,1,2020-2021
4341,0,4,2020-2021
4343,0,0,2020-2021
4344,4,0,2020-2021
4345,4,2,2020-2021
4346,1,0,2020-2021
4347,4,4,2020-2021
4350,3,0,2020-2021
4351,1,1,2020-2021
4356,4,4,2020-2021
4361,0,0,2020-2021
4362,2,2,2020-2021
4365,2,2,2020-2021
4366,0,0,2020-2021
4367,4,0,2020-2021
4368,2,2,2020-2021
4369,0,0,2020-2021
4370,4,4,2020-2021
4371,4,4,2020-2021
4373,0,0,2020-2021
4374,1,4,2020-2021
4375,1,1,2020-2021
4377,0,4,2020-2021
4378,4,4,2020-2021
4379,1,1,2020-2021
4380,4,4,2020-2021
4381,1,4,2020-2021
4382,4,4,2020-2021
4384,1,0,2020-2021
4385,1,3,2020-2021
4386,4,4,2020-2021
4387,1,4,2020-2021
4388,4,4,2020-2021
4389,4,4,2020-2021
4390,0,0,2020-2021
4391,4,4,2020-2021
4392,0,0,2020-2021
4393,1,1,2020-2021
4394,4,4,2020-2021
4395,4,4,2020-2021
4396,0,0,2020-2021
4397,4,4,2020-2021
4398,0,0,2020-2021
4401,3,3,2020-2021
4403,3,3,2020-2021
4404,0,0,2020-2021
4406,0,0,2020-2021
4409,0,0,2020-2021
4410,0,0,2020-2021
4412,1,1,2020-2021
4413,4,4,2020-2021
4414,1,1,2020-2021
4415,1,0,2020-2021
4416,1,1,2020-2021
4417,1,4,2020-2021
4418,1,4,2020-2021
4420,4,4,2020-2021
4421,4,4,2020-2021
4422,1,1,2020-2021
4424,4,4,2020-2021
4425,1,1,2020-2021
4427,0,1,2020-2021
4428,4,4,2020-2021
4429,4,4,2020-2021
4430,4,4,2020-2021
4431,4,4,2020-2021
4432,0,0,2020-2021
4433,0,0,2020-2021
4434,4,2,2020-2021
4436,4,4,2020-2021
4437,4,4,2020-2021
4438,1,1,2020-2021
4439,0,0,2020-2021
4440,4,4,2020-2021
4441,4,4,2020-2021
4442,4,4,2020-2021
4443,0,0,2020-2021
4444,4,4,2020-2021
4445,1,4,2020-2021
4446,4,4,2020-2021
4447,4,4,2020-2021
4448,4,1,2020-2021
4449,4,0,2020-2021
4450,4,4,2020-2021
4452,3,3,2020-2021
4461,0,0,2020-2021
4462,2,2,2020-2021
4463,0,0,2020-2021
4464,2,2,2020-2021
4465,0,0,2020-2021
4471,3,3,2020-2021
4475,4,4,2020-2021
4476,4,4,2020-2021
4477,2,1,2020-2021
4478,1,1,2020-2021
4479,4,4,2020-2021
4480,0,0,2020-2021
4481,2,2,2020-2021
4482,0,0,2020-2021
4483,0,0,2020-2021
4484,1,4,2020-2021
4486,4,4,2020-2021
4487,1,4,2020-2021
4488,4,4,2020-2021
4491,4,4,2020-2021
4492,4,4,2020-2021
4493,0,4,2020-2021
4494,0,4,2020-2021
4495,4,4,2020-2021
4496,4,4,2020-2021
4498,4,4,2020-2021
4499,0,4,2020-2021
4502,3,3,2020-2021
4503,3,2,2020-2021
4506,3,3,2020-2021
4507,2,2,2020-2021
4512,1,4,2020-2021
4516,2,2,2020-2021
4521,2,2,2020-2021
4523,3,3,2020-2021
4524,4,4,2020-2021
4526,3,3,2020-2021
4527,3,3,2020-2021
4528,2,2,2020-2021
4530,3,2,2020-2021
4531,0,0,2020-2021
4534,2,2,2020-2021
4536,2,2,2020-2021
4538,0,0,2020-2021
4539,0,0,2020-2021
4540,3,2,2020-2021
4543,3,3,2020-2021
4544,3,3,2020-2021
4547,2,2,2020-2021
4548,2,2,2020-2021
4549,2,2,2020-2021
4552,0,0,2020-2021
4553,3,3,2020-2021
4554,0,0,2020-2021
4556,0,4,2020-2021
4558,0,0,2020-2021
4559,3,0,2020-2021
4563,1,1,2020-2021
4565,4,2,2020-2021
4568,3,3,2020-2021
4569,3,3,2020-2021
4570,1,1,2020-2021
4571,1,1,2020-2021
4572,1,1,2020-2021
4574,2,1,2020-2021
4576,1,1,2020-2021
4577,2,0,2020-2021
4578,3,3,2020-2021
4579,1,4,2020-2021
4582,1,4,2020-2021
4583,1,1,2020-2021
4584,1,1,2020-2021
4586,1,1,2020-2021
4587,2,2,2020-2021
4588,1,1,2020-2021
4591,1,1,2020-2021
4593,1,1,2020-2021
4594,1,1,2020-2021
4595,4,2,2020-2021
4597,1,1,2020-2021
4598,1,1,2020-2021
4599,4,1,2020-2021
4611,0,0,2020-2021
4612,3,3,2020-2021
4613,3,3,2020-2021
4615,0,0,2020-2021
4616,0,0,2020-2021
4617,3,2,2020-2021
4619,0,0,2020-2021
4620,2,2,2020-2021
4623,0,0,2020-2021
4624,4,2,2020-2021
4625,0,0,2020-2021
4626,3,3,2020-2021
4627,2,2,2020-2021
4628,2,2,2020-2021
4629,2,2,2020-2021
4631,3,3,2020-2021
4633,3,3,2020-2021
4634,3,3,2020-2021
4635,0,0,2020-2021
4641,0,0,2020-2021
4642,4,2,2020-2021
4644,2,2,2020-2021
4645,0,0,2020-2021
4650,0,1,2020-2021
4651,0,0,2020-2021
4657,0,0,2020-2021
4658,0,0,2020-2021
4659,2,2,2020-2021
4661,2,3,2020-2021
4662,0,0,2020-2021
4664,0,0,2020-2021
4665,2,2,2020-2021
4666,3,3,2020-2021
4667,4,4,2020-2021
4668,2,2,2020-2021
4671,0,0,2020-2021
4673,0,0,2020-2021
4674,2,0,2020-2021
4676,3,3,2020-2021
4678,0,0,2020-2021
4679,1,1,2020-2021
4680,3,1,2020-2021
4681,3,3,2020-2021
4684,2,2,2020-2021
4685,2,2,2020-2021
4686,2,2,2020-2021
4687,2,2,2020-2021
4689,3,3,2020-2021
4690,0,0,2020-2021
4691,0,1,2020-2021
4694,2,2,2020-2021
4704,2,2,2020-2021
4705,4,4,2020-2021
4707,0,4,2020-2021
4709,0,0,2020-2021
4712,0,0,2020-2021
4714,2,4,2020-2021
4716,2,2,2020-2021
4718,4,0,2020-2021
4719,2,2,2020-2021
4720,1,1,2020-2021
4722,2,2,2020-2021
4725,2,2,2020-2021
4728,4,4,2020-2021
4732,3,2,2020-2021
4733,2,2,2020-2021
4735,0,0,2020-2021
4736,4,4,2020-2021
4743,2,2,2020-2021
4745,2,2,2020-2021
4746,4,2,2020-2021
4750,0,1,2020-2021
4751,3,3,2020-2021
4752,4,4,2020-2021
4754,0,0,2020-2021
4755,3,3,2020-2021
4760,1,0,2020-2021
4761,2,2,2020-2021
4762,4,4,2020-2021
4763,0,0,2020-2021
4765,4,2,2020-2021
4766,1,1,2020-2021
4767,2,2,2020-2021
4768,3,3,2020-2021
4769,4,2,2020-2021
4771,4,4,2020-2021
4772,1,1,2020-2021
4776,4,0,2020-2021
4777,1,1,2020-2021
4783,0,2,2020-2021
4784,2,2,2020-2021
4792,2,2,2020-2021
4800,4,4,2020-2021
4801,2,0,2020-2021
4809,0,0,2020-2021
4812,2,2,2020-2021
4813,1,4,2020-2021
4814,1,4,2020-2021
4816,2,2,2020-2021
4819,0,3,2020-2021
4820,2,2,2020-2021
4825,2,2,2020-2021
4826,2,2,2020-2021
4828,4,0,2020-2021
4829,4,4,2020-2021
4832,2,2,2020-2021
4833,1,1,2020-2021
4838,4,4,2020-2021
4839,2,2,2020-2021
4840,1,1,2020-2021
4845,0,0,2020-2021
4847,4,2,2020-2021
4848,2,2,2020-2021
4849,2,2,2020-2021
4880,4,4,2020-2021
4883,1,1,2020-2021
4889,1,1,2020-2021
4890,4,4,2020-2021
4892,1,4,2020-2021
4902,3,3,2020-2021
4911,3,3,2020-2021
4912,3,3,2020-2021
4914,3,3,2020-2021
4917,2,2,2020-2021
4918,1,4,2020-2021
4919,2,2,2020-2021
4920,0,0,2020-2021
4922,2,2,2020-2021
4923,4,2,2020-2021
4925,0,0,2020-2021
4926,4,1,2020-2021
4927,2,2,2020-2021
4928,2,2,2020-2021
4929,4,4,2020-2021
4931,2,0,2020-2021
4932,4,4,2020-2021
4933,0,2,2020-2021
4934,0,0,2020-2021
4935,1,4,2020-2021
4936,4,4,2020-2021
4937,1,1,2020-2021
4951,2,2,2020-2021
4956,3,3,2020-2021
4957,0,2,2020-2021
4958,2,2,2020-2021
4960,0,0,2020-2021
4966,2,2,2020-2021
4967,2,2,2020-2021
4968,0,0,2020-2021
4970,0,0,2020-2021
4971,2,2,2020-2021
4972,0,0,2020-2021
4973,4,2,2020-2021
4974,2,2,2020-2021
4975,2,2,2020-2021
4976,4,2,2020-2021
4977,0,0,2020-2021
4978,1,1,2020-2021
4979,0,0,2020-2021
4980,2,2,2020-2021
4985,3,3,2020-2021
4990,0,0,2020-2021
4992,0,0,2020-2021
4994,2,0,2020-2021
4996,3,3,2020-2021
4997,0,3,2020-2021
4998,2,0,2020-2021
5010,1,0,2020-2021
5011,2,2,2020-2021
5013,0,0,2020-2021
5015,4,4,2020-2021
5017,1,3,2020-2021
5018,0,0,2020-2021
5019,3,3,2020-2021
5020,3,3,2020-2021
5021,3,3,2020-2021
5025,4,4,2020-2021
5026,1,1,2020-2021
5027,1,1,2020-2021
5028,4,4,2020-2021
5029,1,1,2020-2021
5031,1,1,2020-2021
5032,0,0,2020-2021
5033,1,1,2020-2021
5034,1,1,2020-2021
5035,4,4,2020-2021
5036,0,0,2020-2021
5038,4,4,2020-2021
5070,4,0,2020-2021
5071,4,4,2020-2021
5074,0,0,2020-2021
5078,2,2,2020-2021
5079,4,2,2020-2021
5101,3,3,2020-2021
5103,1,0,2020-2021
5105,3,3,2020-2021
5108,3,3,2020-2021
5110,3,3,2020-2021
5121,0,0,2020-2021
5122,3,3,2020-2021
5125,4,4,2020-2021
5126,4,4,2020-2021
5129,4,4,2020-2021
5131,4,4,2020-2021
5132,1,1,2020-2021
5134,1,1,2020-2021
5136,1,1,2020-2021
5137,1,1,2020-2021
5142,2,0,2020-2021
5161,3,3,2020-2021
5162,0,4,2020-2021
5184,0,0,2020-2021
5185,0,0,2020-2021
5186,2,2,2020-2021
5187,2,2,2020-2021
5189,0,0,2020-2021
5191,3,3,2020-2021
5192,3,3,2020-2021
5194,0,0,2020-2021
5195,3,3,2020-2021
5199,0,0,2020-2021
5201,3,3,2020-2021
5202,3,3,2020-2021
5204,0,0,2020-2021
5208,2,2,2020-2021
5210,0,0,2020-2021
5214,3,3,2020-2021
5216,1,1,2020-2021
5218,0,0,2020-2021
5232,3,3,2020-2021
5233,3,3,2020-2021
5237,2,2,2020-2021
5240,1,1,2020-2021
5242,4,4,2020-2021
5246,1,1,2020-2021
5250,1,4,2020-2021
5255,1,1,2020-2021
5257,0,4,2020-2021
5261,0,0,2020-2021
5262,2,2,2020-2021
5268,0,2,2020-2021
5269,1,0,2020-2021
5271,0,0,2020-2021
5273,3,3,2020-2021
5279,0,0,2020-2021
5280,0,0,2020-2021
5282,0,0,2020-2021
5283,0,0,2020-2021
5284,0,0,2020-2021
5285,0,0,2020-2021
5287,0,0,2020-2021
5288,3,0,2020-2021
5290,0,0,2020-2021
5301,3,3,2020-2021
5302,0,0,2020-2021
5304,2,2,2020-2021
5310,2,2,2020-2021
5331,3,0,2020-2021
5332,3,3,2020-2021
5333,3,3,2020-2021
5334,3,3,2020-2021
5337,1,4,2020-2021
5341,1,1,2020-2021
5344,0,2,2020-2021
5351,3,3,2020-2021
5352,3,0,2020-2021
5355,0,0,2020-2021
5356,0,0,2020-2021
5357,2,2,2020-2021
5363,0,0,2020-2021
5367,0,0,2020-2021
5368,0,0,2020-2021
5380,0,4,2020-2021
5381,0,0,2020-2021
5384,2,2,2020-2021
5386,4,4,2020-2021
5388,2,4,2020-2021
5391,0,0,2020-2021
5393,3,3,2020-2021
5401,3,3,2020-2021
5406,3,3,2020-2021
5408,3,3,2020-2021
5410,3,3,2020-2021
5411,3,3,2020-2021
5423,2,2,2020-2021
5440,3,3,2020-2021
5444,2,2,2020-2021
5445,2,2,2020-2021
5446,2,0,2020-2021
5449,3,3,2020-2021
5451,2,2,2020-2021
5458,4,0,2020-2021
5461,2,2,2020-2021
5463,3,3,2020-2021
5464,2,0,2020-2021
5471,3,3,2020-2021
5476,0,1,2020-2021
5480,3,3,2020-2021
5482,3,3,2020-2021
5484,2,2,2020-2021
5491,0,0,2020-2021
5527,0,0,2020-2021
5541,2,2,2020-2021
5542,0,0,2020-2021
5563,0,0,2020-2021
5602,3,3,2020-2021
5603,0,0,2020-2021
5609,0,0,2020-2021
5612,0,4,2020-2021
5631,3,3,2020-2021
5632,3,3,2020-2021
5644,2,0,2020-2021
5658,0,0,2020-2021
5659,2,0,2020-2021
5660,0,0,2020-2021
5695,4,2,2020-2021
5697,0,0,2020-2021
5698,0,0,2020-2021
5699,0,4,2020-2021
5702,3,0,2020-2021
5703,3,3,2020-2021
5704,1,4,2020-2021
5706,3,3,2020-2021
5707,0,3,2020-2021
5711,3,3,2020-2021
5713,3,3,2020-2021
5714,3,3,2020-2021
5715,3,3,2020-2021
5721,1,1,2020-2021
5724,0,0,2020-2021
5726,0,1,2020-2021
5727,0,0,2020-2021
5729,0,0,2020-2021
5741,3,3,2020-2021
5742,4,4,2020-2021
5753,4,4,2020-2021
5757,2,0,2020-2021
5801,3,3,2020-2021
5802,3,3,2020-2021
5803,3,3,2020-2021
5805,3,0,2020-2021
5816,0,0,2020-2021
5817,0,1,2020-2021
5819,2,2,2020-2021
5820,0,0,2020-2021
5821,0,0,2020-2021
5851,3,3,2020-2021
5852,0,0,2020-2021
5856,1,4,2020-2021
5857,3,0,2020-2021
5900,4,2,2020-2021
5901,3,3,2020-2021
5902,3,0,2020-2021
5903,0,4,2020-2021
5905,0,4,2020-2021
5906,0,0,2020-2021
5909,2,2,2020-2021
5911,2,3,2020-2021
5915,0,0,2020-2021
5918,2,2,2020-2021
5921,2,2,2020-2021
5922,2,0,2020-2021
5923,2,4,2020-2021
5928,4,4,2020-2021
5929,3,3,2020-2021
5930,3,3,2020-2021
5932,3,3,2020-2021
5933,0,0,2020-2021
5936,0,0,2020-2021
5938,3,3,2020-2021
5939,4,4,2020-2021
5940,3,0,2020-2021
5941,0,0,2020-2021
5942,0,0,2020-2021
5943,3,3,2020-2021
5945,2,2,2020-2021
5946,2,2,2020-2021
5947,2,2,2020-2021
5949,3,3,2020-2021
5950,1,0,2020-2021
5951,2,2,2020-2021
5952,0,0,2020-2021
5955,0,0,2020-2021
5956,0,0,2020-2021
5957,0,0,2020-2021
5958,0,2,2020-2021
5959,3,3,2020-2021
5962,0,0,2020-2021
5965,0,0,2020-2021
5966,4,4,2020-2021
5967,4,4,2020-2021
5969,0,0,2020-2021
5970,3,3,2020-2021
5971,4,2,2020-2021
5973,4,2,2020-2021
5974,0,0,2020-2021
5975,3,3,2020-2021
5976,2,0,2020-2021
5981,0,0,2020-2021
5982,2,2,2020-2021
5983,2,0,2020-2021
5984,2,2,2020-2021
5985,0,0,2020-2021
5986,0,0,2020-2021
5987,0,0,2020-2021
5988,2,2,2020-2021
5989,3,0,2020-2021
5990,4,0,2020-2021
5991,3,3,2020-2021
5992,3,0,2020-2021
5994,0,0,2020-2021
5997,4,4,2020-2021
5998,0,0,2020-2021
6005,2,2,2020-2021
6013,3,3,2020-2021
6016,0,0,2020-2021
6018,4,4,2020-2021
6022,0,0,2020-2021
6023,3,0,2020-2021
6027,4,4,2020-2021
6028,3,3,2020-2021
6029,1,1,2020-2021
6030,0,0,2020-2021
6033,0,4,2020-2021
6034,0,0,2020-2021
6035,4,2,2020-2021
6036,4,4,2020-2021
6037,4,4,2020-2021
6038,0,4,2020-2021
6039,4,4,2020-2021
6040,0,4,2020-2021
6042,0,0,2020-2021
6044,4,4,2020-2021
6045,4,0,2020-2021
6047,2,2,2020-2021
6049,4,2,2020-2021
6050,4,4,2020-2021
6054,1,1,2020-2021
6055,2,2,2020-2021
6058,0,0,2020-2021
6059,0,1,2020-2021
6060,2,4,2020-2021
6061,4,2,2020-2021
6062,0,0,2020-2021
6063,0,0,2020-2021
6069,1,4,2020-2021
6070,0,0,2020-2021
6071,0,0,2020-2021
